"","assay","primary","colname"
"2179","BRCA_Methylation_methyl27-20160128","TCGA-E2-A153","TCGA-E2-A153-01A-12D-A12E-05"
"2180","BRCA_Methylation_methyl27-20160128","TCGA-E2-A154","TCGA-E2-A154-01A-11D-A112-05"
"2181","BRCA_Methylation_methyl27-20160128","TCGA-E2-A155","TCGA-E2-A155-01A-11D-A12E-05"
"2182","BRCA_Methylation_methyl27-20160128","TCGA-E2-A156","TCGA-E2-A156-01A-11D-A12E-05"
"2183","BRCA_Methylation_methyl27-20160128","TCGA-E2-A158","TCGA-E2-A158-01A-11D-A12E-05"
"2184","BRCA_Methylation_methyl27-20160128","TCGA-E2-A159","TCGA-E2-A159-01A-11D-A112-05"
"2185","BRCA_Methylation_methyl27-20160128","TCGA-E2-A15A","TCGA-E2-A15A-01A-11D-A12E-05"
"2186","BRCA_Methylation_methyl27-20160128","TCGA-E2-A15C","TCGA-E2-A15C-01A-31D-A12E-05"
"2187","BRCA_Methylation_methyl27-20160128","TCGA-E2-A15D","TCGA-E2-A15D-01A-11D-A112-05"
"2188","BRCA_Methylation_methyl27-20160128","TCGA-E2-A15E","TCGA-E2-A15E-01A-11D-A12E-05"
"2189","BRCA_Methylation_methyl27-20160128","TCGA-E2-A15F","TCGA-E2-A15F-01A-11D-A112-05"
"2190","BRCA_Methylation_methyl27-20160128","TCGA-E2-A15H","TCGA-E2-A15H-01A-11D-A12E-05"
"2191","BRCA_Methylation_methyl27-20160128","TCGA-E2-A15O","TCGA-E2-A15O-01A-11D-A112-05"
"2192","BRCA_Methylation_methyl27-20160128","TCGA-E2-A15P","TCGA-E2-A15P-01A-11D-A112-05"
"2193","BRCA_Methylation_methyl27-20160128","TCGA-E2-A15R","TCGA-E2-A15R-01A-11D-A112-05"
"2194","BRCA_Methylation_methyl27-20160128","TCGA-E2-A15S","TCGA-E2-A15S-01A-11D-A112-05"
"2195","BRCA_Methylation_methyl27-20160128","TCGA-E2-A15T","TCGA-E2-A15T-01A-11D-A112-05"
"2196","BRCA_Methylation_methyl450-20160128","TCGA-3C-AALI","TCGA-3C-AALI-01A-11D-A41Q-05"
"2197","BRCA_Methylation_methyl450-20160128","TCGA-3C-AALJ","TCGA-3C-AALJ-01A-31D-A41Q-05"
"2198","BRCA_Methylation_methyl450-20160128","TCGA-3C-AALK","TCGA-3C-AALK-01A-11D-A41Q-05"
"2199","BRCA_Methylation_methyl450-20160128","TCGA-A1-A0SF","TCGA-A1-A0SF-01A-11D-A145-05"
"2200","BRCA_Methylation_methyl450-20160128","TCGA-A1-A0SH","TCGA-A1-A0SH-01A-11D-A10P-05"
"2201","BRCA_Methylation_methyl450-20160128","TCGA-A1-A0SI","TCGA-A1-A0SI-01A-11D-A145-05"
"2202","BRCA_Methylation_methyl450-20160128","TCGA-A1-A0SJ","TCGA-A1-A0SJ-01A-11D-A10P-05"
"2203","BRCA_Methylation_methyl450-20160128","TCGA-A1-A0SM","TCGA-A1-A0SM-01A-11D-A10P-05"
"2204","BRCA_Methylation_methyl450-20160128","TCGA-A1-A0SN","TCGA-A1-A0SN-01A-11D-A145-05"
"2205","BRCA_Methylation_methyl450-20160128","TCGA-A1-A0SO","TCGA-A1-A0SO-01A-22D-A10P-05"
"2206","BRCA_Methylation_methyl450-20160128","TCGA-A1-A0SP","TCGA-A1-A0SP-01A-11D-A10P-05"
"2207","BRCA_Methylation_methyl450-20160128","TCGA-A1-A0SQ","TCGA-A1-A0SQ-01A-21D-A145-05"
"2208","BRCA_Methylation_methyl450-20160128","TCGA-A2-A04R","TCGA-A2-A04R-01A-41D-A10A-05"
"2209","BRCA_Methylation_methyl450-20160128","TCGA-A2-A0CT","TCGA-A2-A0CT-01A-31D-A10P-05"
"2210","BRCA_Methylation_methyl450-20160128","TCGA-A2-A0EU","TCGA-A2-A0EU-01A-22D-A10P-05"
"2211","BRCA_Methylation_methyl450-20160128","TCGA-A2-A0ST","TCGA-A2-A0ST-01A-12D-A10P-05"
"2212","BRCA_Methylation_methyl450-20160128","TCGA-A2-A0SU","TCGA-A2-A0SU-01A-11D-A10P-05"
"2213","BRCA_Methylation_methyl450-20160128","TCGA-A2-A0SV","TCGA-A2-A0SV-01A-11D-A10P-05"
"2214","BRCA_Methylation_methyl450-20160128","TCGA-A2-A0SW","TCGA-A2-A0SW-01A-11D-A10P-05"
"2215","BRCA_Methylation_methyl450-20160128","TCGA-A2-A0SX","TCGA-A2-A0SX-01A-12D-A10P-05"
"2216","BRCA_Methylation_methyl450-20160128","TCGA-A2-A0T0","TCGA-A2-A0T0-01A-22D-A10P-05"
"2217","BRCA_Methylation_methyl450-20160128","TCGA-A2-A0T1","TCGA-A2-A0T1-01A-21D-A10P-05"
"2218","BRCA_Methylation_methyl450-20160128","TCGA-A2-A0T2","TCGA-A2-A0T2-01A-11D-A10P-05"
"2219","BRCA_Methylation_methyl450-20160128","TCGA-A2-A0T5","TCGA-A2-A0T5-01A-21D-A10P-05"
"2220","BRCA_Methylation_methyl450-20160128","TCGA-A2-A0T7","TCGA-A2-A0T7-01A-21D-A10P-05"
"2221","BRCA_Methylation_methyl450-20160128","TCGA-A2-A0YC","TCGA-A2-A0YC-01A-11D-A10A-05"
"2222","BRCA_Methylation_methyl450-20160128","TCGA-A2-A0YE","TCGA-A2-A0YE-01A-11D-A10A-05"
"2223","BRCA_Methylation_methyl450-20160128","TCGA-A2-A0YF","TCGA-A2-A0YF-01A-21D-A10A-05"
"2224","BRCA_Methylation_methyl450-20160128","TCGA-A2-A0YG","TCGA-A2-A0YG-01A-21D-A10A-05"
"2225","BRCA_Methylation_methyl450-20160128","TCGA-A2-A0YH","TCGA-A2-A0YH-01A-11D-A10A-05"
"2226","BRCA_Methylation_methyl450-20160128","TCGA-A2-A0YI","TCGA-A2-A0YI-01A-31D-A10N-05"
"2227","BRCA_Methylation_methyl450-20160128","TCGA-A2-A0YJ","TCGA-A2-A0YJ-01A-11D-A10A-05"
"2228","BRCA_Methylation_methyl450-20160128","TCGA-A2-A0YM","TCGA-A2-A0YM-01A-11D-A10A-05"
"2229","BRCA_Methylation_methyl450-20160128","TCGA-A2-A0YT","TCGA-A2-A0YT-01A-11D-A10A-05"
"2230","BRCA_Methylation_methyl450-20160128","TCGA-A2-A1FW","TCGA-A2-A1FW-01A-11D-A13K-05"
"2231","BRCA_Methylation_methyl450-20160128","TCGA-A2-A1FX","TCGA-A2-A1FX-01A-11D-A13K-05"
"2232","BRCA_Methylation_methyl450-20160128","TCGA-A2-A1FZ","TCGA-A2-A1FZ-01A-51D-A14H-05"
"2233","BRCA_Methylation_methyl450-20160128","TCGA-A2-A1G1","TCGA-A2-A1G1-01A-21D-A13K-05"
"2234","BRCA_Methylation_methyl450-20160128","TCGA-A2-A1G4","TCGA-A2-A1G4-01A-11D-A13K-05"
"2235","BRCA_Methylation_methyl450-20160128","TCGA-A2-A1G6","TCGA-A2-A1G6-01A-11D-A13K-05"
"2236","BRCA_Methylation_methyl450-20160128","TCGA-A2-A259","TCGA-A2-A259-01A-11D-A16G-05"
"2237","BRCA_Methylation_methyl450-20160128","TCGA-A2-A25B","TCGA-A2-A25B-01A-11D-A16A-05"
"2238","BRCA_Methylation_methyl450-20160128","TCGA-A2-A25C","TCGA-A2-A25C-01A-11D-A16A-05"
"2239","BRCA_Methylation_methyl450-20160128","TCGA-A2-A25E","TCGA-A2-A25E-01A-11D-A16A-05"
"2240","BRCA_Methylation_methyl450-20160128","TCGA-A2-A25F","TCGA-A2-A25F-01A-11D-A16A-05"
"2241","BRCA_Methylation_methyl450-20160128","TCGA-A2-A3XS","TCGA-A2-A3XS-01A-11D-A230-05"
"2242","BRCA_Methylation_methyl450-20160128","TCGA-A2-A3XT","TCGA-A2-A3XT-01A-11D-A230-05"
"2243","BRCA_Methylation_methyl450-20160128","TCGA-A2-A3XU","TCGA-A2-A3XU-01A-12D-A230-05"
"2244","BRCA_Methylation_methyl450-20160128","TCGA-A2-A3XV","TCGA-A2-A3XV-01A-21D-A23D-05"
"2245","BRCA_Methylation_methyl450-20160128","TCGA-A2-A3XW","TCGA-A2-A3XW-01A-11D-A23D-05"
"2246","BRCA_Methylation_methyl450-20160128","TCGA-A2-A3XX","TCGA-A2-A3XX-01A-21D-A23D-05"
"2247","BRCA_Methylation_methyl450-20160128","TCGA-A2-A3XY","TCGA-A2-A3XY-01A-11D-A23D-05"
"2248","BRCA_Methylation_methyl450-20160128","TCGA-A2-A3XZ","TCGA-A2-A3XZ-01A-42D-A23D-05"
"2249","BRCA_Methylation_methyl450-20160128","TCGA-A2-A3Y0","TCGA-A2-A3Y0-01A-11D-A23D-05"
"2250","BRCA_Methylation_methyl450-20160128","TCGA-A2-A4S3","TCGA-A2-A4S3-01A-21D-A268-05"
"2251","BRCA_Methylation_methyl450-20160128","TCGA-A7-A0D9","TCGA-A7-A0D9-01A-31D-A10P-05"
"2252","BRCA_Methylation_methyl450-20160128","TCGA-A7-A13D","TCGA-A7-A13D-01A-13D-A12R-05"
"2253","BRCA_Methylation_methyl450-20160128","TCGA-A7-A13E","TCGA-A7-A13E-01A-11D-A12R-05"
"2254","BRCA_Methylation_methyl450-20160128","TCGA-A7-A13F","TCGA-A7-A13F-01A-11D-A12R-05"
"2255","BRCA_Methylation_methyl450-20160128","TCGA-A7-A13G","TCGA-A7-A13G-01A-11D-A13K-05"
"2256","BRCA_Methylation_methyl450-20160128","TCGA-A7-A26H","TCGA-A7-A26H-01A-11D-A16A-05"
"2257","BRCA_Methylation_methyl450-20160128","TCGA-A7-A26I","TCGA-A7-A26I-01A-11D-A16A-05"
"2258","BRCA_Methylation_methyl450-20160128","TCGA-A7-A26J","TCGA-A7-A26J-01A-11D-A27B-05"
"2259","BRCA_Methylation_methyl450-20160128","TCGA-A7-A2KD","TCGA-A7-A2KD-01A-31D-A21R-05"
"2260","BRCA_Methylation_methyl450-20160128","TCGA-A7-A4SD","TCGA-A7-A4SD-01A-11D-A268-05"
"2261","BRCA_Methylation_methyl450-20160128","TCGA-A7-A4SE","TCGA-A7-A4SE-01A-11D-A268-05"
"2262","BRCA_Methylation_methyl450-20160128","TCGA-A7-A4SF","TCGA-A7-A4SF-01A-11D-A268-05"
"2263","BRCA_Methylation_methyl450-20160128","TCGA-A7-A56D","TCGA-A7-A56D-01A-11D-A27Y-05"
"2264","BRCA_Methylation_methyl450-20160128","TCGA-A7-A5ZW","TCGA-A7-A5ZW-01A-12D-A29O-05"
"2265","BRCA_Methylation_methyl450-20160128","TCGA-A7-A6VV","TCGA-A7-A6VV-01A-22D-A33F-05"
"2266","BRCA_Methylation_methyl450-20160128","TCGA-A7-A6VW","TCGA-A7-A6VW-01A-21D-A33F-05"
"2267","BRCA_Methylation_methyl450-20160128","TCGA-A7-A6VX","TCGA-A7-A6VX-01A-12D-A33F-05"
"2268","BRCA_Methylation_methyl450-20160128","TCGA-A7-A6VY","TCGA-A7-A6VY-01A-12D-A33F-05"
"2269","BRCA_Methylation_methyl450-20160128","TCGA-A8-A075","TCGA-A8-A075-01A-11D-A10P-05"
"2270","BRCA_Methylation_methyl450-20160128","TCGA-A8-A08O","TCGA-A8-A08O-01A-21D-A10P-05"
"2271","BRCA_Methylation_methyl450-20160128","TCGA-AC-A23C","TCGA-AC-A23C-01A-12D-A16A-05"
"2272","BRCA_Methylation_methyl450-20160128","TCGA-AC-A23E","TCGA-AC-A23E-01A-11D-A161-05"
"2273","BRCA_Methylation_methyl450-20160128","TCGA-AC-A23H","TCGA-AC-A23H-01A-11D-A161-05"
"2274","BRCA_Methylation_methyl450-20160128","TCGA-AC-A2BK","TCGA-AC-A2BK-01A-11D-A21R-05"
"2275","BRCA_Methylation_methyl450-20160128","TCGA-AC-A2BM","TCGA-AC-A2BM-01A-11D-A21R-05"
"2276","BRCA_Methylation_methyl450-20160128","TCGA-AC-A5EH","TCGA-AC-A5EH-01A-11D-A28C-05"
"2277","BRCA_Methylation_methyl450-20160128","TCGA-AC-A5XU","TCGA-AC-A5XU-01A-11D-A28C-05"
"2278","BRCA_Methylation_methyl450-20160128","TCGA-AC-A62V","TCGA-AC-A62V-01A-11D-A31V-05"
"2279","BRCA_Methylation_methyl450-20160128","TCGA-AC-A62X","TCGA-AC-A62X-01A-11D-A29O-05"
"2280","BRCA_Methylation_methyl450-20160128","TCGA-AC-A6IW","TCGA-AC-A6IW-01A-12D-A33F-05"
"2281","BRCA_Methylation_methyl450-20160128","TCGA-AC-A6NO","TCGA-AC-A6NO-01A-12D-A33F-05"
"2282","BRCA_Methylation_methyl450-20160128","TCGA-AC-A7VB","TCGA-AC-A7VB-01A-11D-A357-05"
"2283","BRCA_Methylation_methyl450-20160128","TCGA-AC-A8OP","TCGA-AC-A8OP-01A-11D-A36K-05"
"2284","BRCA_Methylation_methyl450-20160128","TCGA-AC-A8OQ","TCGA-AC-A8OQ-01A-11D-A41Q-05"
"2285","BRCA_Methylation_methyl450-20160128","TCGA-AN-A0XL","TCGA-AN-A0XL-01A-11D-A10N-05"
"2286","BRCA_Methylation_methyl450-20160128","TCGA-AN-A0XN","TCGA-AN-A0XN-01A-21D-A10A-05"
"2287","BRCA_Methylation_methyl450-20160128","TCGA-AN-A0XO","TCGA-AN-A0XO-01A-11D-A10A-05"
"2288","BRCA_Methylation_methyl450-20160128","TCGA-AN-A0XP","TCGA-AN-A0XP-01A-11D-A10A-05"
"2289","BRCA_Methylation_methyl450-20160128","TCGA-AN-A0XR","TCGA-AN-A0XR-01A-11D-A10A-05"
"2290","BRCA_Methylation_methyl450-20160128","TCGA-AN-A0XS","TCGA-AN-A0XS-01A-22D-A10A-05"
"2291","BRCA_Methylation_methyl450-20160128","TCGA-AN-A0XT","TCGA-AN-A0XT-01A-11D-A10A-05"
"2292","BRCA_Methylation_methyl450-20160128","TCGA-AN-A0XU","TCGA-AN-A0XU-01A-11D-A10A-05"
"2293","BRCA_Methylation_methyl450-20160128","TCGA-AN-A0XV","TCGA-AN-A0XV-01A-11D-A10A-05"
"2294","BRCA_Methylation_methyl450-20160128","TCGA-AN-A0XW","TCGA-AN-A0XW-01A-11D-A10A-05"
"2295","BRCA_Methylation_methyl450-20160128","TCGA-AO-A03L","TCGA-AO-A03L-01A-41D-A10P-05"
"2296","BRCA_Methylation_methyl450-20160128","TCGA-AO-A03M","TCGA-AO-A03M-01B-11D-A10N-05"
"2297","BRCA_Methylation_methyl450-20160128","TCGA-AO-A03N","TCGA-AO-A03N-01B-11D-A10N-05"
"2298","BRCA_Methylation_methyl450-20160128","TCGA-AO-A0JA","TCGA-AO-A0JA-01A-11D-A10P-05"
"2299","BRCA_Methylation_methyl450-20160128","TCGA-AO-A0JB","TCGA-AO-A0JB-01A-11D-A10P-05"
"2300","BRCA_Methylation_methyl450-20160128","TCGA-AO-A0JC","TCGA-AO-A0JC-01A-11D-A10P-05"
"2301","BRCA_Methylation_methyl450-20160128","TCGA-AO-A0JD","TCGA-AO-A0JD-01A-11D-A10P-05"
"2302","BRCA_Methylation_methyl450-20160128","TCGA-AO-A0JE","TCGA-AO-A0JE-01A-11D-A10P-05"
"2303","BRCA_Methylation_methyl450-20160128","TCGA-AO-A0JF","TCGA-AO-A0JF-01A-11D-A10P-05"
"2304","BRCA_Methylation_methyl450-20160128","TCGA-AO-A0JI","TCGA-AO-A0JI-01A-21D-A10P-05"
"2305","BRCA_Methylation_methyl450-20160128","TCGA-AO-A0JL","TCGA-AO-A0JL-01A-11D-A10P-05"
"2306","BRCA_Methylation_methyl450-20160128","TCGA-AO-A0JM","TCGA-AO-A0JM-01A-21D-A10P-05"
"2307","BRCA_Methylation_methyl450-20160128","TCGA-AO-A126","TCGA-AO-A126-01A-11D-A10N-05"
"2308","BRCA_Methylation_methyl450-20160128","TCGA-AO-A128","TCGA-AO-A128-01A-11D-A10N-05"
"2309","BRCA_Methylation_methyl450-20160128","TCGA-AO-A129","TCGA-AO-A129-01A-21D-A10N-05"
"2310","BRCA_Methylation_methyl450-20160128","TCGA-AO-A12B","TCGA-AO-A12B-01A-11D-A10N-05"
"2311","BRCA_Methylation_methyl450-20160128","TCGA-AO-A12C","TCGA-AO-A12C-01A-11D-A10N-05"
"2312","BRCA_Methylation_methyl450-20160128","TCGA-AO-A1KP","TCGA-AO-A1KP-01A-11D-A13K-05"
"2313","BRCA_Methylation_methyl450-20160128","TCGA-AO-A1KQ","TCGA-AO-A1KQ-01A-11D-A13K-05"
"2314","BRCA_Methylation_methyl450-20160128","TCGA-AO-A1KR","TCGA-AO-A1KR-01A-12D-A145-05"
"2315","BRCA_Methylation_methyl450-20160128","TCGA-AO-A1KT","TCGA-AO-A1KT-01A-11D-A13K-05"
"2316","BRCA_Methylation_methyl450-20160128","TCGA-AQ-A04H","TCGA-AQ-A04H-01B-11D-A10N-05"
"2317","BRCA_Methylation_methyl450-20160128","TCGA-AQ-A04L","TCGA-AQ-A04L-01B-21D-A10N-05"
"2318","BRCA_Methylation_methyl450-20160128","TCGA-AQ-A0Y5","TCGA-AQ-A0Y5-01A-11D-A14N-05"
"2319","BRCA_Methylation_methyl450-20160128","TCGA-AQ-A1H2","TCGA-AQ-A1H2-01A-11D-A13K-05"
"2320","BRCA_Methylation_methyl450-20160128","TCGA-AQ-A1H3","TCGA-AQ-A1H3-01A-31D-A13K-05"
"2321","BRCA_Methylation_methyl450-20160128","TCGA-AQ-A54N","TCGA-AQ-A54N-01A-11D-A268-05"
"2322","BRCA_Methylation_methyl450-20160128","TCGA-AQ-A54O","TCGA-AQ-A54O-01A-11D-A268-05"
"2323","BRCA_Methylation_methyl450-20160128","TCGA-AR-A0TP","TCGA-AR-A0TP-01A-11D-A10P-05"
"2324","BRCA_Methylation_methyl450-20160128","TCGA-AR-A0TQ","TCGA-AR-A0TQ-01A-11D-A10P-05"
"2325","BRCA_Methylation_methyl450-20160128","TCGA-AR-A0TR","TCGA-AR-A0TR-01A-11D-A10P-05"
"2326","BRCA_Methylation_methyl450-20160128","TCGA-AR-A0TT","TCGA-AR-A0TT-01A-31D-A10P-05"
"2327","BRCA_Methylation_methyl450-20160128","TCGA-AR-A0TU","TCGA-AR-A0TU-01A-31D-A10A-05"
"2328","BRCA_Methylation_methyl450-20160128","TCGA-AR-A0TV","TCGA-AR-A0TV-01A-21D-A10P-05"
"2329","BRCA_Methylation_methyl450-20160128","TCGA-AR-A0TW","TCGA-AR-A0TW-01A-11D-A10P-05"
"2330","BRCA_Methylation_methyl450-20160128","TCGA-AR-A0TX","TCGA-AR-A0TX-01A-11D-A10P-05"
"2331","BRCA_Methylation_methyl450-20160128","TCGA-AR-A0TZ","TCGA-AR-A0TZ-01A-12D-A10P-05"
"2332","BRCA_Methylation_methyl450-20160128","TCGA-AR-A0U0","TCGA-AR-A0U0-01A-11D-A10A-05"
"2333","BRCA_Methylation_methyl450-20160128","TCGA-AR-A0U2","TCGA-AR-A0U2-01A-11D-A10A-05"
"2334","BRCA_Methylation_methyl450-20160128","TCGA-AR-A0U3","TCGA-AR-A0U3-01A-11D-A10A-05"
"2335","BRCA_Methylation_methyl450-20160128","TCGA-AR-A0U4","TCGA-AR-A0U4-01A-11D-A10A-05"
"2336","BRCA_Methylation_methyl450-20160128","TCGA-AR-A1AJ","TCGA-AR-A1AJ-01A-21D-A12R-05"
"2337","BRCA_Methylation_methyl450-20160128","TCGA-AR-A1AN","TCGA-AR-A1AN-01A-11D-A12R-05"
"2338","BRCA_Methylation_methyl450-20160128","TCGA-AR-A1AO","TCGA-AR-A1AO-01A-11D-A12R-05"
"2339","BRCA_Methylation_methyl450-20160128","TCGA-AR-A1AP","TCGA-AR-A1AP-01A-11D-A12R-05"
"2340","BRCA_Methylation_methyl450-20160128","TCGA-AR-A1AQ","TCGA-AR-A1AQ-01A-11D-A12R-05"
"2341","BRCA_Methylation_methyl450-20160128","TCGA-AR-A1AR","TCGA-AR-A1AR-01A-31D-A138-05"
"2342","BRCA_Methylation_methyl450-20160128","TCGA-AR-A1AS","TCGA-AR-A1AS-01A-11D-A12R-05"
"2343","BRCA_Methylation_methyl450-20160128","TCGA-AR-A1AU","TCGA-AR-A1AU-01A-11D-A12R-05"
"2344","BRCA_Methylation_methyl450-20160128","TCGA-AR-A1AV","TCGA-AR-A1AV-01A-21D-A12R-05"
"2345","BRCA_Methylation_methyl450-20160128","TCGA-AR-A1AW","TCGA-AR-A1AW-01A-21D-A12R-05"
"2346","BRCA_Methylation_methyl450-20160128","TCGA-AR-A1AX","TCGA-AR-A1AX-01A-11D-A12R-05"
"2347","BRCA_Methylation_methyl450-20160128","TCGA-AR-A1AY","TCGA-AR-A1AY-01A-21D-A12R-05"
"2348","BRCA_Methylation_methyl450-20160128","TCGA-AR-A24K","TCGA-AR-A24K-01A-11D-A16A-05"
"2349","BRCA_Methylation_methyl450-20160128","TCGA-AR-A24L","TCGA-AR-A24L-01A-11D-A16A-05"
"2350","BRCA_Methylation_methyl450-20160128","TCGA-AR-A24N","TCGA-AR-A24N-01A-11D-A16A-05"
"2351","BRCA_Methylation_methyl450-20160128","TCGA-AR-A24P","TCGA-AR-A24P-01A-11D-A16A-05"
"2352","BRCA_Methylation_methyl450-20160128","TCGA-AR-A24Q","TCGA-AR-A24Q-01A-12D-A16A-05"
"2353","BRCA_Methylation_methyl450-20160128","TCGA-AR-A24R","TCGA-AR-A24R-01A-11D-A16A-05"
"2354","BRCA_Methylation_methyl450-20160128","TCGA-AR-A24S","TCGA-AR-A24S-01A-11D-A16A-05"
"2355","BRCA_Methylation_methyl450-20160128","TCGA-AR-A24U","TCGA-AR-A24U-01A-11D-A16A-05"
"2356","BRCA_Methylation_methyl450-20160128","TCGA-AR-A24V","TCGA-AR-A24V-01A-21D-A16A-05"
"2357","BRCA_Methylation_methyl450-20160128","TCGA-AR-A24W","TCGA-AR-A24W-01A-11D-A16A-05"
"2358","BRCA_Methylation_methyl450-20160128","TCGA-AR-A24Z","TCGA-AR-A24Z-01A-11D-A16A-05"
"2359","BRCA_Methylation_methyl450-20160128","TCGA-AR-A250","TCGA-AR-A250-01A-31D-A16A-05"
"2360","BRCA_Methylation_methyl450-20160128","TCGA-AR-A251","TCGA-AR-A251-01A-12D-A16A-05"
"2361","BRCA_Methylation_methyl450-20160128","TCGA-AR-A252","TCGA-AR-A252-01A-11D-A16A-05"
"2362","BRCA_Methylation_methyl450-20160128","TCGA-AR-A254","TCGA-AR-A254-01A-21D-A16A-05"
"2363","BRCA_Methylation_methyl450-20160128","TCGA-AR-A255","TCGA-AR-A255-01A-11D-A16A-05"
"2364","BRCA_Methylation_methyl450-20160128","TCGA-AR-A256","TCGA-AR-A256-01A-11D-A16A-05"
"2365","BRCA_Methylation_methyl450-20160128","TCGA-B6-A0I1","TCGA-B6-A0I1-01A-11D-A21R-05"
"2366","BRCA_Methylation_methyl450-20160128","TCGA-B6-A0IK","TCGA-B6-A0IK-01A-12D-A10P-05"
"2367","BRCA_Methylation_methyl450-20160128","TCGA-B6-A0RE","TCGA-B6-A0RE-01A-11D-A10P-05"
"2368","BRCA_Methylation_methyl450-20160128","TCGA-B6-A0RG","TCGA-B6-A0RG-01A-11D-A10P-05"
"2369","BRCA_Methylation_methyl450-20160128","TCGA-B6-A0RI","TCGA-B6-A0RI-01A-11D-A10P-05"
"2370","BRCA_Methylation_methyl450-20160128","TCGA-B6-A0RL","TCGA-B6-A0RL-01A-11D-A10P-05"
"2371","BRCA_Methylation_methyl450-20160128","TCGA-B6-A0RM","TCGA-B6-A0RM-01A-11D-A10P-05"
"2372","BRCA_Methylation_methyl450-20160128","TCGA-B6-A0RN","TCGA-B6-A0RN-01A-12D-A10P-05"
"2373","BRCA_Methylation_methyl450-20160128","TCGA-B6-A0RO","TCGA-B6-A0RO-01A-22D-A10P-05"
"2374","BRCA_Methylation_methyl450-20160128","TCGA-B6-A0RS","TCGA-B6-A0RS-01A-11D-A10P-05"
"2375","BRCA_Methylation_methyl450-20160128","TCGA-B6-A0RT","TCGA-B6-A0RT-01A-21D-A10P-05"
"2376","BRCA_Methylation_methyl450-20160128","TCGA-B6-A0WT","TCGA-B6-A0WT-01A-11D-A10A-05"
"2377","BRCA_Methylation_methyl450-20160128","TCGA-B6-A0WV","TCGA-B6-A0WV-01A-11D-A10A-05"
"2378","BRCA_Methylation_methyl450-20160128","TCGA-B6-A0WW","TCGA-B6-A0WW-01A-11D-A10A-05"
"2379","BRCA_Methylation_methyl450-20160128","TCGA-B6-A0WY","TCGA-B6-A0WY-01A-11D-A10A-05"
"2380","BRCA_Methylation_methyl450-20160128","TCGA-B6-A0WZ","TCGA-B6-A0WZ-01A-11D-A10A-05"
"2381","BRCA_Methylation_methyl450-20160128","TCGA-B6-A0X1","TCGA-B6-A0X1-01A-11D-A10A-05"
"2382","BRCA_Methylation_methyl450-20160128","TCGA-B6-A0X4","TCGA-B6-A0X4-01A-11D-A10A-05"
"2383","BRCA_Methylation_methyl450-20160128","TCGA-B6-A0X5","TCGA-B6-A0X5-01A-21D-A10A-05"
"2384","BRCA_Methylation_methyl450-20160128","TCGA-B6-A1KC","TCGA-B6-A1KC-01B-11D-A161-05"
"2385","BRCA_Methylation_methyl450-20160128","TCGA-B6-A1KF","TCGA-B6-A1KF-01A-11D-A13K-05"
"2386","BRCA_Methylation_methyl450-20160128","TCGA-B6-A1KI","TCGA-B6-A1KI-01A-11D-A14N-05"
"2387","BRCA_Methylation_methyl450-20160128","TCGA-B6-A1KN","TCGA-B6-A1KN-01A-11D-A13K-05"
"2388","BRCA_Methylation_methyl450-20160128","TCGA-B6-A400","TCGA-B6-A400-01A-11D-A23D-05"
"2389","BRCA_Methylation_methyl450-20160128","TCGA-B6-A401","TCGA-B6-A401-01A-11D-A23D-05"
"2390","BRCA_Methylation_methyl450-20160128","TCGA-B6-A402","TCGA-B6-A402-01A-11D-A23D-05"
"2391","BRCA_Methylation_methyl450-20160128","TCGA-B6-A409","TCGA-B6-A409-01A-11D-A244-05"
"2392","BRCA_Methylation_methyl450-20160128","TCGA-BH-A0AU","TCGA-BH-A0AU-01A-11D-A12R-05"
"2393","BRCA_Methylation_methyl450-20160128","TCGA-BH-A0AW","TCGA-BH-A0AW-01A-11D-A10P-05"
"2394","BRCA_Methylation_methyl450-20160128","TCGA-BH-A0AZ","TCGA-BH-A0AZ-01A-21D-A12R-05"
"2395","BRCA_Methylation_methyl450-20160128","TCGA-BH-A0B3","TCGA-BH-A0B3-01A-11D-A10P-05"
"2396","BRCA_Methylation_methyl450-20160128","TCGA-BH-A0B6","TCGA-BH-A0B6-01A-11D-A19Z-05"
"2397","BRCA_Methylation_methyl450-20160128","TCGA-BH-A0B8","TCGA-BH-A0B8-01A-21D-A10P-05"
"2398","BRCA_Methylation_methyl450-20160128","TCGA-BH-A0B9","TCGA-BH-A0B9-01A-11D-A10P-05"
"2399","BRCA_Methylation_methyl450-20160128","TCGA-BH-A0BC","TCGA-BH-A0BC-01A-22D-A10P-05"
"2400","BRCA_Methylation_methyl450-20160128","TCGA-BH-A0BF","TCGA-BH-A0BF-01A-21D-A12R-05"
"2401","BRCA_Methylation_methyl450-20160128","TCGA-BH-A0BJ","TCGA-BH-A0BJ-01A-11D-A10P-05"
"2402","BRCA_Methylation_methyl450-20160128","TCGA-BH-A0BM","TCGA-BH-A0BM-01A-11D-A10P-05"
"2403","BRCA_Methylation_methyl450-20160128","TCGA-BH-A0BS","TCGA-BH-A0BS-01A-11D-A12R-05"
"2404","BRCA_Methylation_methyl450-20160128","TCGA-BH-A0BT","TCGA-BH-A0BT-01A-11D-A12R-05"
"2405","BRCA_Methylation_methyl450-20160128","TCGA-BH-A0BZ","TCGA-BH-A0BZ-01A-31D-A12R-05"
"2406","BRCA_Methylation_methyl450-20160128","TCGA-BH-A0C0","TCGA-BH-A0C0-01A-21D-A10P-05"
